Age,Gender,Department,JobRole,Education,EducationLevel,MonthlyIncome,DailyRate,HourlyRate,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,MaritalStatus,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,DistanceFromHome,Attrition
39,Female,Sales,Director,Bachelor,4,4416,673,39,15,15,8,0,6,2,3,3,2,4,3,No,Travel_Frequently,Single,1,1,1,10,No
32,Male,R&D,Junior,Master,4,5849,711,80,17,2,2,0,4,8,4,2,3,1,3,Yes,Travel_Rarely,Married,2,2,0,4,No
42,Male,Finance,Engineer,Master,4,2033,1142,23,12,17,2,1,0,2,4,3,2,2,3,Yes,Travel_Rarely,Divorced,1,3,0,18,No
39,Male,Sales,Senior,Master,4,2009,936,67,14,12,0,9,0,9,2,4,3,1,3,No,Travel_Frequently,Married,5,3,3,1,No
34,Male,IT,Junior,Bachelor,4,3543,522,75,20,29,12,0,1,0,1,1,3,3,3,No,Travel_Frequently,Married,1,0,0,2,No
26,Male,HR,Specialist,Master,3,1354,1496,52,11,5,0,8,1,3,3,2,4,1,3,No,Travel_Frequently,Married,4,5,2,18,No
19,Female,HR,Engineer,Master,4,3772,857,17,7,10,5,3,1,5,2,3,4,1,3,Yes,Non-Travel,Single,1,6,0,2,Yes
30,Male,Operations,Director,PhD,3,2535,862,98,9,6,2,3,1,3,2,4,4,1,4,Yes,Travel_Frequently,Married,0,3,3,6,Yes
43,Female,Operations,Analyst,Bachelor,2,5796,1204,84,13,9,2,3,2,2,2,2,1,1,3,No,Travel_Rarely,Divorced,3,1,0,1,Yes
37,Female,Marketing,Specialist,High School,4,4187,523,69,4,5,5,5,1,2,3,1,4,2,3,No,Non-Travel,Married,3,3,0,5,No
22,Female,HR,Engineer,PhD,4,5158,528,15,17,2,0,0,0,5,1,3,4,4,3,No,Travel_Frequently,Married,2,1,1,13,No
36,Female,Finance,Specialist,PhD,1,2044,303,84,18,7,4,2,3,5,3,4,3,3,3,No,Non-Travel,Divorced,3,3,3,2,No
38,Male,R&D,Junior,High School,2,5034,295,59,14,7,7,3,0,0,3,1,3,3,3,No,Non-Travel,Divorced,2,3,3,1,No
26,Female,IT,Director,PhD,4,6138,827,61,5,16,8,2,7,5,1,4,1,1,3,No,Travel_Rarely,Single,2,1,2,1,No
36,Female,Operations,Analyst,Bachelor,4,2923,384,93,10,13,0,5,0,1,3,4,2,4,3,No,Non-Travel,Divorced,1,5,2,11,No
35,Female,Finance,Engineer,Master,2,2059,295,40,20,10,11,0,6,0,4,4,3,1,3,Yes,Travel_Frequently,Divorced,2,4,1,6,Yes
23,Male,IT,Manager,Bachelor,3,2077,406,28,10,1,5,3,0,6,3,1,3,2,3,No,Non-Travel,Divorced,3,0,2,1,No
38,Male,IT,Analyst,High School,4,5538,113,68,19,12,10,2,0,1,2,2,2,4,3,Yes,Non-Travel,Married,1,3,2,1,No
40,Male,R&D,Manager,High School,1,11409,1269,85,19,6,3,1,0,4,3,4,1,4,3,Yes,Travel_Rarely,Single,2,1,1,8,Yes
45,Female,Marketing,Specialist,PhD,4,1824,1180,60,20,22,3,1,2,0,2,2,3,4,3,Yes,Travel_Rarely,Divorced,2,6,1,8,Yes
45,Female,HR,Senior,Bachelor,1,1755,822,45,17,25,12,2,3,0,3,2,4,4,4,No,Travel_Frequently,Divorced,2,0,1,1,No
21,Male,R&D,Analyst,Bachelor,1,4725,879,73,24,0,11,6,1,2,2,3,1,1,4,No,Travel_Rarely,Divorced,2,4,1,1,No
25,Female,Finance,Specialist,High School,4,2044,1333,43,17,17,2,2,5,0,2,3,2,2,3,Yes,Travel_Frequently,Married,1,3,2,7,Yes
40,Male,Marketing,Manager,Bachelor,4,4960,628,31,9,0,1,5,1,4,2,2,2,4,3,No,Travel_Frequently,Married,2,3,0,3,Yes
40,Male,Finance,Junior,High School,1,3761,897,28,1,4,2,1,1,0,1,3,4,3,3,No,Travel_Rarely,Single,0,0,0,15,No
40,Female,Marketing,Junior,Bachelor,2,2945,443,50,8,7,2,0,3,1,3,3,4,3,4,No,Non-Travel,Single,3,1,1,3,No
65,Female,Operations,Senior,Bachelor,2,3716,1402,72,13,1,1,0,0,0,3,2,4,2,3,No,Travel_Rarely,Married,3,4,0,5,No
40,Female,Finance,Analyst,Bachelor,4,3605,308,38,18,13,1,0,0,1,4,1,1,3,4,Yes,Non-Travel,Divorced,1,6,1,3,No
46,Female,R&D,Analyst,High School,3,2724,740,77,9,0,9,1,4,4,4,3,2,1,3,Yes,Non-Travel,Divorced,3,1,3,14,No
44,Male,Marketing,Analyst,PhD,2,1238,1458,39,22,1,0,1,4,0,4,3,4,1,3,No,Travel_Frequently,Single,6,0,1,2,No
41,Male,Marketing,Specialist,Bachelor,4,3259,1411,73,3,8,5,3,7,3,3,1,4,2,4,No,Travel_Frequently,Divorced,4,2,2,1,No
31,Male,IT,Director,High School,2,6545,351,46,5,12,0,4,4,7,1,1,2,4,3,No,Travel_Rarely,Married,1,4,0,1,Yes
42,Male,IT,Director,High School,3,1333,1388,96,13,24,2,0,0,3,2,1,3,3,3,No,Non-Travel,Single,1,2,3,9,Yes
27,Male,Sales,Senior,Bachelor,4,1839,370,32,3,12,0,0,3,4,3,2,1,3,3,No,Travel_Rarely,Married,0,3,1,3,No
32,Female,Finance,Analyst,Bachelor,3,3690,1019,51,14,11,1,0,1,0,1,1,3,2,3,No,Travel_Frequently,Married,0,3,0,2,No
30,Male,IT,Specialist,PhD,4,3039,518,40,15,5,7,2,9,0,1,2,4,2,3,No,Non-Travel,Divorced,2,1,1,3,Yes
35,Male,Sales,Junior,High School,3,3661,894,23,6,0,10,0,1,6,3,4,1,3,3,Yes,Travel_Rarely,Married,1,3,3,1,No
58,Male,Operations,Manager,High School,2,2101,1334,78,16,1,1,0,1,3,2,4,3,4,3,No,Travel_Rarely,Married,2,2,0,1,No
18,Female,Operations,Specialist,Master,2,5330,1488,86,18,7,3,8,1,3,1,1,2,2,3,Yes,Travel_Frequently,Divorced,5,4,1,1,Yes
41,Female,IT,Director,High School,3,3051,1199,34,18,11,3,4,0,3,3,1,4,1,3,Yes,Travel_Frequently,Married,5,4,3,4,No
18,Female,Finance,Director,PhD,3,4223,1444,68,16,5,10,0,0,1,2,4,1,3,4,Yes,Travel_Frequently,Divorced,2,2,0,6,No
30,Female,Marketing,Junior,Master,3,3498,824,97,5,13,7,1,4,0,4,2,1,2,3,No,Travel_Frequently,Married,3,1,1,8,No
45,Male,HR,Junior,Master,4,3254,532,44,10,7,3,1,3,4,1,2,1,2,3,Yes,Travel_Rarely,Divorced,2,3,1,13,Yes
35,Male,Finance,Manager,Master,2,4078,208,67,15,0,5,4,0,3,1,1,1,2,3,Yes,Travel_Frequently,Divorced,2,2,0,2,Yes
24,Female,R&D,Junior,Bachelor,4,3272,740,77,24,2,9,2,2,1,3,1,4,3,3,No,Travel_Frequently,Single,0,5,1,6,No
27,Female,Operations,Senior,Bachelor,2,1644,1170,25,7,18,0,0,1,6,3,1,4,1,4,No,Travel_Rarely,Married,2,3,0,1,No
41,Male,IT,Manager,High School,1,5134,478,45,10,12,2,4,1,1,2,4,2,1,3,No,Travel_Rarely,Married,1,3,2,1,No
27,Male,IT,Junior,Master,4,4487,1219,63,6,22,11,1,0,1,4,3,2,3,3,No,Non-Travel,Single,4,6,0,1,No
37,Female,Marketing,Engineer,PhD,2,1039,1057,33,23,1,6,0,3,6,4,1,2,2,3,Yes,Travel_Rarely,Divorced,0,4,0,2,Yes
35,Female,R&D,Specialist,Bachelor,2,2149,202,26,21,40,3,1,2,4,3,2,3,3,3,Yes,Non-Travel,Divorced,4,2,1,1,No
28,Female,Marketing,Junior,PhD,4,5019,991,29,24,2,3,2,1,2,3,3,2,3,4,Yes,Travel_Frequently,Single,6,4,0,1,No
56,Female,R&D,Senior,PhD,4,1195,953,45,18,0,2,1,1,0,2,2,4,2,4,No,Non-Travel,Single,3,3,0,5,Yes
41,Male,HR,Analyst,Bachelor,2,4778,1269,57,9,40,3,0,0,0,3,3,3,3,3,No,Non-Travel,Divorced,2,3,2,2,No
18,Male,Operations,Junior,Bachelor,4,2777,1150,51,8,3,5,1,1,3,2,4,4,4,4,Yes,Travel_Frequently,Divorced,2,6,3,4,No
36,Male,IT,Director,Bachelor,3,5826,629,93,3,11,2,0,0,1,2,3,3,1,3,No,Travel_Frequently,Single,1,2,2,2,No
28,Female,IT,Director,Bachelor,4,2979,778,43,22,1,6,4,0,5,4,2,2,4,3,No,Travel_Frequently,Married,2,0,1,1,No
43,Female,HR,Director,Master,4,2077,1088,40,14,8,9,0,2,8,2,3,2,4,3,No,Non-Travel,Divorced,2,3,2,1,No
27,Male,Sales,Analyst,Master,4,3477,1205,16,12,23,0,0,4,4,4,4,2,4,3,No,Travel_Rarely,Single,2,3,3,1,No
33,Male,Operations,Director,Master,2,2936,527,98,24,3,3,3,1,1,4,2,3,3,3,Yes,Travel_Rarely,Married,2,1,1,1,No
40,Male,Marketing,Engineer,Master,3,1987,921,29,1,11,2,4,0,4,4,1,4,2,4,Yes,Travel_Rarely,Married,3,3,0,4,Yes
43,Male,HR,Junior,High School,1,9037,1285,18,1,2,5,5,2,1,3,3,1,3,3,No,Travel_Frequently,Married,2,0,0,7,No
22,Female,Marketing,Director,Master,1,1834,1031,64,15,9,1,2,4,0,4,2,4,1,3,No,Travel_Frequently,Married,1,2,1,2,No
31,Male,Finance,Manager,Bachelor,3,971,1161,52,8,4,5,0,2,0,2,3,2,3,3,No,Travel_Rarely,Single,2,4,3,2,Yes
30,Male,IT,Analyst,PhD,3,6573,610,37,12,2,10,4,4,1,3,4,3,3,3,No,Travel_Frequently,Divorced,2,6,1,8,No
28,Male,Marketing,Engineer,Master,3,2226,492,73,2,3,2,3,1,7,2,2,3,3,3,No,Non-Travel,Married,3,3,1,1,No
52,Male,R&D,Manager,High School,2,2569,812,89,8,1,12,0,2,0,3,1,2,3,3,No,Non-Travel,Married,2,3,0,1,No
39,Male,Marketing,Manager,Bachelor,1,2492,593,42,12,23,24,7,0,0,2,1,3,4,3,Yes,Travel_Frequently,Single,3,0,0,3,Yes
22,Male,Finance,Manager,PhD,3,2242,1323,80,20,5,0,0,0,10,1,3,2,2,3,No,Travel_Rarely,Married,1,6,1,5,No
44,Male,Operations,Manager,PhD,2,2032,1378,22,21,2,1,12,0,0,1,4,4,1,3,No,Travel_Rarely,Single,3,3,3,4,No
56,Female,IT,Junior,Master,1,1810,1302,43,1,5,15,5,1,4,1,4,3,1,4,No,Non-Travel,Single,3,4,0,6,No
45,Female,HR,Director,PhD,4,3079,646,25,7,3,15,3,5,1,2,3,1,1,3,No,Travel_Frequently,Divorced,4,5,2,1,No
19,Female,Finance,Specialist,Master,2,2438,693,32,8,13,0,8,4,0,3,2,3,3,3,No,Travel_Rarely,Married,3,2,0,2,No
30,Female,IT,Junior,Master,1,4294,488,69,15,35,0,3,0,7,4,2,2,1,3,No,Travel_Rarely,Divorced,2,0,1,1,Yes
47,Male,Marketing,Junior,Bachelor,2,3794,257,64,1,5,0,0,0,0,4,3,1,4,3,No,Travel_Frequently,Single,1,1,1,7,No
27,Female,Operations,Engineer,Bachelor,1,1874,1127,28,5,19,27,1,0,2,2,2,2,2,4,No,Travel_Frequently,Married,5,1,2,10,Yes
39,Female,Sales,Engineer,High School,1,3147,266,88,21,8,0,0,0,0,2,2,3,3,3,No,Travel_Rarely,Single,0,2,0,1,No
42,Male,Operations,Director,Bachelor,4,2418,1059,23,7,1,3,1,1,0,2,2,1,3,3,No,Travel_Frequently,Single,0,2,0,1,No
25,Male,Sales,Specialist,Bachelor,2,1815,508,25,4,11,9,4,4,0,2,3,1,4,4,No,Travel_Frequently,Single,3,3,0,1,Yes
34,Female,R&D,Engineer,Master,3,4207,1327,77,8,7,0,1,6,0,4,1,3,1,3,No,Travel_Frequently,Married,4,2,3,1,No
18,Female,Operations,Director,Bachelor,4,2805,293,90,0,10,4,1,2,0,3,4,1,3,3,No,Travel_Rarely,Single,2,3,0,1,No
24,Male,IT,Director,Master,4,2431,334,81,8,22,1,2,3,4,4,1,4,3,3,No,Non-Travel,Single,5,3,0,3,No
32,Female,Sales,Senior,Master,1,1943,817,67,9,5,9,6,1,1,2,2,1,4,3,No,Travel_Frequently,Married,1,6,1,18,No
22,Male,HR,Specialist,Bachelor,3,1782,1273,53,22,23,1,0,0,1,1,3,1,4,3,No,Travel_Rarely,Divorced,0,4,1,2,Yes
51,Male,IT,Engineer,High School,2,8057,1282,92,3,13,5,1,1,1,4,4,4,1,3,Yes,Non-Travel,Single,3,4,2,1,Yes
20,Male,HR,Specialist,High School,3,3522,1402,70,2,6,5,0,1,7,1,2,2,2,4,No,Travel_Rarely,Divorced,2,1,3,1,No
30,Male,Operations,Junior,PhD,3,1727,915,42,9,9,1,3,2,7,1,4,2,2,3,No,Travel_Rarely,Divorced,2,0,1,1,Yes
36,Female,HR,Junior,PhD,3,3442,503,89,14,3,0,0,0,3,2,4,4,1,3,No,Travel_Rarely,Divorced,1,4,3,1,No
49,Male,Sales,Specialist,Bachelor,3,5069,992,53,10,40,2,3,0,6,4,1,1,2,3,No,Non-Travel,Divorced,2,2,2,7,No
20,Male,IT,Senior,High School,3,3241,777,39,13,11,1,1,0,1,3,2,3,4,3,No,Travel_Rarely,Divorced,2,6,0,1,No
46,Female,Marketing,Senior,Master,1,5925,1434,35,5,0,8,0,6,1,4,4,4,4,3,Yes,Non-Travel,Divorced,5,3,3,29,No
35,Male,Finance,Specialist,PhD,1,1378,167,24,11,3,8,8,1,2,3,1,3,4,3,No,Travel_Frequently,Married,3,1,1,3,Yes
25,Female,Sales,Engineer,Master,4,1101,187,57,12,9,3,0,2,2,3,3,2,2,3,Yes,Non-Travel,Married,0,1,1,3,No
39,Female,Sales,Analyst,PhD,1,3395,316,29,16,0,4,1,2,1,2,4,4,2,3,No,Travel_Rarely,Divorced,4,4,1,2,No
36,Female,Marketing,Senior,Bachelor,4,3422,100,97,15,0,4,0,0,1,3,2,3,3,3,No,Non-Travel,Married,1,3,1,5,No
28,Male,IT,Manager,High School,4,561,1258,62,2,5,8,1,1,12,4,3,1,3,3,No,Travel_Rarely,Married,5,4,0,3,No
35,Female,IT,Junior,PhD,2,2182,1474,35,1,4,2,2,4,5,4,4,4,3,3,No,Travel_Frequently,Divorced,1,3,2,1,No
31,Female,Operations,Specialist,High School,3,1800,239,74,10,5,1,1,1,1,1,4,3,2,3,No,Non-Travel,Divorced,5,2,2,1,No
36,Male,HR,Manager,Master,1,1486,717,64,8,3,1,0,5,3,3,2,4,3,3,Yes,Travel_Frequently,Single,1,0,2,12,No
41,Female,Operations,Specialist,Bachelor,2,1798,232,37,2,1,3,1,0,0,2,4,4,4,3,Yes,Non-Travel,Married,1,1,0,1,Yes
50,Female,Marketing,Director,High School,1,4015,277,27,17,11,2,3,0,0,2,2,2,2,3,No,Travel_Rarely,Divorced,3,3,3,2,No
22,Female,Operations,Junior,Bachelor,4,1792,909,83,19,7,2,4,4,1,4,2,2,1,4,No,Non-Travel,Married,1,3,0,2,No
56,Female,Marketing,Junior,High School,1,1823,1481,18,14,2,0,2,3,1,3,2,1,2,3,No,Travel_Frequently,Married,1,3,0,1,No
18,Female,IT,Senior,Master,3,1326,479,92,13,3,6,2,9,0,2,2,2,3,3,Yes,Non-Travel,Married,2,1,0,1,Yes
33,Male,HR,Senior,Master,4,5622,1007,86,1,8,1,0,2,5,3,4,2,2,3,Yes,Travel_Frequently,Single,3,6,0,1,No
40,Female,Operations,Manager,Bachelor,4,3704,757,23,16,0,1,1,5,1,3,3,2,3,3,Yes,Travel_Frequently,Divorced,1,2,1,5,No
37,Female,Sales,Director,Master,2,857,549,49,21,1,2,0,3,2,1,3,3,3,3,Yes,Travel_Rarely,Married,4,2,1,2,Yes
28,Male,R&D,Specialist,PhD,3,1824,685,35,7,0,1,0,3,0,2,1,4,1,3,No,Non-Travel,Divorced,0,5,2,7,Yes
32,Male,Finance,Director,High School,4,3882,562,72,9,16,4,0,1,0,1,2,2,1,3,Yes,Travel_Frequently,Married,2,4,3,6,No
30,Male,Sales,Junior,Master,3,5657,1089,32,17,13,2,2,0,6,2,4,3,4,3,No,Travel_Rarely,Divorced,1,4,2,1,No
29,Female,IT,Manager,PhD,1,4538,1231,86,24,13,2,2,5,2,3,4,4,3,3,Yes,Travel_Rarely,Divorced,2,2,1,4,Yes
43,Male,Finance,Analyst,Bachelor,3,2495,221,95,18,12,3,8,1,9,2,1,2,2,3,No,Travel_Rarely,Divorced,2,6,2,6,No
38,Female,R&D,Manager,PhD,4,1134,116,57,7,11,1,0,1,17,4,3,2,1,3,No,Travel_Frequently,Married,2,5,2,5,No
28,Female,R&D,Engineer,Bachelor,2,4606,1319,20,7,6,0,3,1,1,3,4,4,1,3,Yes,Non-Travel,Single,3,5,1,4,No
43,Male,HR,Manager,Bachelor,4,2569,426,92,2,10,10,5,1,1,2,1,3,3,4,No,Travel_Frequently,Divorced,3,6,2,6,Yes
38,Male,Finance,Director,High School,3,3085,417,81,2,0,2,2,1,5,1,3,3,2,3,No,Travel_Rarely,Single,3,2,1,1,No
43,Female,HR,Engineer,High School,3,2727,908,26,11,9,2,0,0,17,1,4,1,1,3,Yes,Travel_Frequently,Divorced,2,2,0,6,Yes
41,Male,Sales,Engineer,PhD,4,1513,1375,26,21,15,0,0,4,2,3,2,4,1,3,No,Travel_Frequently,Single,4,3,1,1,No
26,Female,Marketing,Engineer,High School,3,3576,602,80,16,6,3,0,1,4,1,1,1,2,3,No,Travel_Rarely,Divorced,3,6,1,4,Yes
29,Male,Marketing,Analyst,High School,1,3338,218,16,3,4,4,1,1,4,3,4,3,1,3,No,Non-Travel,Single,6,2,2,1,No
42,Male,Marketing,Manager,High School,4,2409,809,29,16,3,4,4,0,1,3,1,2,2,3,No,Travel_Rarely,Divorced,3,6,0,9,No
41,Male,Finance,Director,PhD,2,3772,144,37,13,10,6,0,0,2,3,1,1,3,3,No,Travel_Rarely,Divorced,1,6,1,3,No
34,Female,Marketing,Manager,Master,4,1499,413,43,18,11,0,0,0,5,2,1,3,1,3,Yes,Travel_Frequently,Single,2,4,3,5,No
36,Male,Sales,Analyst,High School,1,2605,1302,95,8,20,1,3,2,3,3,2,3,3,3,No,Travel_Rarely,Divorced,7,5,3,7,No
47,Female,HR,Junior,High School,1,3020,517,21,20,4,8,4,0,0,1,3,2,2,3,Yes,Travel_Frequently,Married,2,4,0,11,Yes
29,Female,Finance,Senior,PhD,1,1252,655,42,11,14,14,1,4,1,4,3,4,3,3,No,Travel_Rarely,Divorced,1,2,0,6,No
40,Female,HR,Director,Master,1,2897,1201,28,4,8,0,3,0,0,2,4,3,3,4,No,Travel_Rarely,Divorced,5,2,1,1,No
32,Female,Finance,Director,High School,1,4301,425,58,10,21,3,1,0,0,1,2,1,3,3,Yes,Non-Travel,Married,3,6,1,9,Yes
32,Male,HR,Manager,Bachelor,2,2561,1480,44,19,7,1,0,0,7,3,3,2,4,3,No,Travel_Rarely,Married,5,5,0,4,No
45,Female,R&D,Senior,PhD,3,2930,614,95,2,7,0,1,0,0,3,4,4,2,3,No,Non-Travel,Married,2,2,0,4,Yes
43,Female,HR,Specialist,High School,1,3948,313,46,20,8,1,2,2,0,4,4,4,2,3,No,Travel_Rarely,Single,0,2,2,12,No
43,Male,Marketing,Specialist,High School,1,2455,173,84,14,13,0,8,4,1,1,1,4,2,3,No,Travel_Rarely,Married,0,4,2,1,No
48,Female,R&D,Analyst,Bachelor,4,2568,608,20,13,33,6,0,1,2,2,2,3,2,3,No,Travel_Rarely,Single,1,3,1,1,No
35,Male,HR,Specialist,Bachelor,2,1655,431,41,10,0,3,2,0,2,1,3,4,2,3,No,Non-Travel,Married,2,3,1,3,Yes
41,Female,Finance,Director,PhD,2,2958,1216,96,19,0,0,1,0,0,3,2,3,1,4,No,Travel_Frequently,Single,3,6,1,6,No
31,Male,Finance,Specialist,PhD,3,2521,787,38,7,27,0,2,1,0,2,2,2,1,3,No,Non-Travel,Married,2,3,0,2,No
38,Female,Finance,Junior,Bachelor,2,3825,756,48,3,7,8,0,6,0,3,3,2,1,3,Yes,Travel_Rarely,Married,2,4,1,5,Yes
33,Male,IT,Junior,PhD,4,3951,1392,54,11,9,0,1,0,2,3,3,4,3,3,Yes,Travel_Frequently,Divorced,3,4,0,3,No
35,Female,Sales,Junior,Bachelor,4,4427,1499,61,7,6,4,5,2,0,1,2,2,3,3,No,Travel_Rarely,Married,1,4,1,4,No
40,Female,Finance,Specialist,High School,3,2312,1127,93,5,0,2,2,1,8,4,4,1,2,3,No,Non-Travel,Divorced,7,4,0,8,Yes
26,Male,R&D,Analyst,Bachelor,4,1003,1261,89,14,14,4,1,0,1,3,2,1,4,3,No,Non-Travel,Married,2,5,1,1,No
55,Male,Finance,Engineer,Bachelor,1,4319,1354,38,11,13,1,1,1,0,1,3,3,2,3,No,Travel_Frequently,Married,6,0,1,5,No
24,Male,IT,Engineer,Master,1,3698,699,79,15,3,0,1,0,3,2,2,4,1,3,Yes,Non-Travel,Divorced,1,3,0,7,Yes
22,Male,Marketing,Senior,Bachelor,4,2169,1175,32,15,3,1,1,3,1,4,3,3,2,4,Yes,Travel_Rarely,Divorced,0,1,0,2,Yes
46,Female,R&D,Engineer,Bachelor,3,3934,424,58,20,18,1,5,0,3,3,4,2,3,3,No,Travel_Frequently,Single,1,3,0,1,No
42,Female,IT,Engineer,Master,2,1444,1091,90,19,0,2,10,2,0,3,2,4,2,3,Yes,Travel_Rarely,Divorced,6,6,1,1,No
41,Male,Marketing,Junior,PhD,3,4989,816,71,19,21,5,1,0,2,2,4,3,1,3,No,Travel_Frequently,Single,2,3,0,7,No
41,Female,Operations,Junior,Master,2,2522,822,42,3,2,1,1,6,4,1,2,4,2,3,No,Travel_Frequently,Married,2,3,0,1,No
34,Male,Operations,Specialist,High School,4,1969,376,85,10,8,0,5,0,7,3,2,4,3,3,Yes,Travel_Rarely,Divorced,1,2,1,2,Yes
26,Male,R&D,Senior,Master,4,2184,635,37,12,27,3,1,4,0,2,3,3,4,3,Yes,Non-Travel,Divorced,1,2,2,2,No
35,Female,HR,Manager,High School,1,2655,251,99,8,11,4,2,3,1,3,1,4,1,3,No,Travel_Rarely,Married,1,1,0,3,No
28,Female,Sales,Director,PhD,2,2963,1054,48,3,5,16,0,6,1,1,3,2,2,3,No,Non-Travel,Married,1,4,1,6,Yes
44,Female,Sales,Senior,Master,3,3053,358,25,11,11,4,4,1,7,4,2,1,3,3,No,Non-Travel,Married,2,4,3,7,No
33,Female,IT,Senior,Master,4,2404,423,49,8,4,3,2,2,6,1,1,1,1,3,No,Travel_Rarely,Married,2,5,3,2,Yes
26,Female,Marketing,Analyst,PhD,3,3294,1116,56,12,3,4,4,0,0,1,1,4,1,3,No,Travel_Frequently,Divorced,2,6,0,5,No
31,Female,Sales,Specialist,High School,1,2993,968,42,15,40,13,4,0,0,1,4,1,3,4,Yes,Travel_Rarely,Married,0,2,2,6,Yes
39,Female,Marketing,Analyst,Master,2,2156,1291,96,5,13,8,0,1,2,2,2,4,2,3,Yes,Travel_Frequently,Married,1,2,1,1,Yes
29,Male,Marketing,Senior,High School,2,2000,787,92,9,10,1,3,0,0,3,3,3,2,3,No,Non-Travel,Divorced,4,2,3,1,Yes
26,Male,IT,Senior,Master,4,4040,409,96,12,4,1,4,8,1,4,1,2,2,3,Yes,Travel_Frequently,Single,5,2,1,11,No
37,Male,IT,Senior,Bachelor,2,3874,902,38,6,0,1,1,0,0,2,1,1,1,4,Yes,Travel_Rarely,Divorced,2,1,2,5,Yes
37,Male,IT,Engineer,Master,4,3067,1179,22,18,0,3,0,1,3,1,3,3,4,3,No,Travel_Frequently,Single,4,2,2,5,No
29,Male,Sales,Director,PhD,1,4731,719,67,23,8,6,0,1,8,4,3,2,1,3,No,Non-Travel,Married,0,4,1,1,No
30,Female,Operations,Director,PhD,2,1118,572,86,18,14,3,1,1,17,1,1,1,2,3,Yes,Non-Travel,Divorced,3,4,2,8,Yes
37,Male,IT,Analyst,High School,4,2248,1419,18,16,7,0,1,2,1,1,3,1,1,3,No,Travel_Frequently,Married,6,3,0,4,No
20,Male,Sales,Senior,Master,3,1672,560,19,12,18,6,2,0,2,1,4,2,4,3,No,Non-Travel,Divorced,0,2,0,9,Yes
20,Male,IT,Director,High School,4,9210,1447,63,12,0,8,0,1,5,4,1,3,1,3,Yes,Non-Travel,Single,6,2,1,18,Yes
27,Male,Finance,Junior,High School,2,4258,913,44,20,4,1,5,0,0,3,4,3,3,3,No,Travel_Frequently,Divorced,2,2,3,15,No
32,Male,Marketing,Director,Bachelor,1,2865,945,86,1,2,5,0,5,3,1,2,1,2,3,Yes,Non-Travel,Married,3,1,1,9,Yes
38,Male,IT,Specialist,Bachelor,2,4413,1264,77,9,5,2,0,2,1,3,4,2,2,3,No,Travel_Frequently,Divorced,3,2,1,1,No
49,Male,R&D,Specialist,PhD,2,5208,766,61,21,0,10,1,7,0,4,3,3,2,3,Yes,Travel_Frequently,Married,0,3,1,10,No
43,Female,Marketing,Director,High School,4,5181,361,40,12,30,9,2,0,1,4,1,2,1,3,No,Non-Travel,Divorced,1,2,0,1,No
33,Female,Marketing,Junior,PhD,3,4726,1364,71,8,2,3,0,0,0,1,4,2,1,4,Yes,Travel_Frequently,Single,1,3,0,9,No
34,Male,IT,Specialist,Master,2,2614,454,51,0,25,5,0,0,3,3,3,1,1,4,No,Non-Travel,Divorced,1,5,2,1,Yes
24,Female,Operations,Engineer,High School,3,2319,869,21,13,5,10,0,0,0,3,3,2,2,3,No,Non-Travel,Divorced,2,5,3,4,No
34,Female,HR,Director,High School,4,1842,279,54,15,40,3,3,0,1,1,4,2,1,3,No,Non-Travel,Divorced,6,1,0,1,Yes
32,Female,Operations,Engineer,Master,3,3832,165,53,19,8,1,4,2,0,2,1,4,2,3,No,Travel_Rarely,Divorced,2,3,1,7,No
38,Female,IT,Director,Master,4,2753,919,76,14,26,7,1,0,5,2,4,2,1,3,Yes,Non-Travel,Single,3,6,0,1,Yes
26,Male,Marketing,Manager,PhD,1,2418,1471,92,0,0,1,3,1,2,4,2,3,2,3,No,Travel_Frequently,Married,2,3,0,2,No
40,Female,R&D,Manager,PhD,3,2355,270,67,16,13,2,3,4,2,4,4,1,3,3,Yes,Travel_Frequently,Divorced,7,3,0,8,No
50,Female,Marketing,Manager,Master,3,6155,573,18,23,23,10,0,2,2,2,4,1,1,4,No,Travel_Frequently,Divorced,3,1,1,5,Yes
33,Female,Operations,Specialist,PhD,1,4799,633,96,12,1,6,10,1,1,2,1,2,2,4,Yes,Travel_Rarely,Divorced,1,2,0,1,Yes
39,Male,R&D,Engineer,Master,3,7444,1490,39,14,1,2,5,0,0,2,4,2,3,3,No,Travel_Rarely,Single,2,0,0,2,No
41,Male,Sales,Engineer,High School,1,3883,1230,21,15,5,1,0,1,4,1,3,3,3,3,No,Travel_Frequently,Married,2,2,2,1,Yes
30,Male,Finance,Engineer,High School,2,3067,538,42,15,27,2,0,0,0,1,1,4,4,4,No,Travel_Frequently,Married,2,4,3,5,No
37,Male,Marketing,Junior,Bachelor,4,2943,934,83,1,7,1,0,2,0,1,3,1,1,4,Yes,Travel_Rarely,Divorced,1,5,0,17,Yes
35,Male,IT,Engineer,High School,1,1789,326,81,16,7,0,0,0,3,1,1,4,2,4,No,Travel_Frequently,Divorced,1,6,1,5,Yes
35,Male,Sales,Junior,Master,3,1586,541,34,10,1,6,4,3,0,1,2,3,4,3,No,Non-Travel,Married,1,6,0,1,Yes
